水泥成分,,,,,水泥强度,单方水泥用量,用水量,水灰比,,,粗骨料,,细骨料,粉煤灰成分,,,,,一级粉煤灰用量,二级粉煤灰用量,矿渣成分,,,,,矿渣用量,石灰石粉,硅灰比表面积,硅灰用量,28天强度,碳化开始时间,碳化持续时间,碳化深度
C-Ca,C-Si,C-Al,C-Fe,C-Mg,strength,cement,water,ratio,waterloss,gasml,bigagregate,mosu_sm,smallagregate,FA-Ca,FA-Si,FA-Al,FA-Fe,FA-Mg,FA-1,FA-2,Slag-Ca,Slag-Si,Slag-Al,Slag-Fe,Slag-Mg,Slag,Ca-powder,Si-surface,Si-powder,strength28d,begintime,holdtime,deepth
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,340,180,0.53,,,1165,,715,7.5,49.1,32.5,4.78,0.8,0,,,,,,,,,,,50,28,7,19.7
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,238,180,0.53,,,1165,,715,7.5,49.1,32.5,4.78,0.8,102,,,,,,,,,,,42.5,28,7,1.81
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,136,180,0.53,,,1165,,715,7.5,49.1,32.5,4.78,0.8,204,,,,,,,,,,,22.5,28,7,1.5
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,460,170,0.37,,,1114,,684,7.5,49.1,32.5,4.78,0.8,0,,,,,,,,,,,56.3,28,14,5.49
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,322,170,0.37,,,1114,,684,7.5,49.1,32.5,4.78,0.8,138,,,,,,,,,,,54.4,28,14,4.29
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,184,170,0.37,,,1114,,684,7.5,49.1,32.5,4.78,0.8,276,,,,,,,,,,,37.5,28,14,3.78
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,390,175,0.45,,,1135,,695,7.5,49.1,32.5,4.78,0.8,0,,,,,,,,,,,51.9,28,14,3.64
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,273,175,0.45,,,1135,,695,7.5,49.1,32.5,4.78,0.8,117,,,,,,,,,,,50,28,14,2.84
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,156,175,0.45,,,1135,,695,7.5,49.1,32.5,4.78,0.8,234,,,,,,,,,,,35.6,28,14,2.2
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,340,180,0.53,,,1165,,715,7.5,49.1,32.5,4.78,0.8,0,,,,,,,,,,,50,28,14,2.3
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,238,180,0.53,,,1165,,715,7.5,49.1,32.5,4.78,0.8,102,,,,,,,,,,,42.5,28,14,2.11
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,136,180,0.53,,,1165,,715,7.5,49.1,32.5,4.78,0.8,204,,,,,,,,,,,22.5,28,14,2.02
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,460,170,0.37,,,1114,,684,7.5,49.1,32.5,4.78,0.8,0,,,,,,,,,,,56.3,28,28,9.63
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,322,170,0.37,,,1114,,684,7.5,49.1,32.5,4.78,0.8,138,,,,,,,,,,,54.4,28,28,8.86
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,184,170,0.37,,,1114,,684,7.5,49.1,32.5,4.78,0.8,276,,,,,,,,,,,37.5,28,28,5.76
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,390,175,0.45,,,1135,,695,7.5,49.1,32.5,4.78,0.8,0,,,,,,,,,,,51.9,28,28,5
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,273,175,0.45,,,1135,,695,7.5,49.1,32.5,4.78,0.8,117,,,,,,,,,,,50,28,28,4.72
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,156,175,0.45,,,1135,,695,7.5,49.1,32.5,4.78,0.8,234,,,,,,,,,,,35.6,28,28,4.33
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,340,180,0.53,,,1165,,715,7.5,49.1,32.5,4.78,0.8,0,,,,,,,,,,,50,28,28,3.77
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,238,180,0.53,,,1165,,715,7.5,49.1,32.5,4.78,0.8,102,,,,,,,,,,,42.5,28,28,3.6
63.7,20.3,4.83,3.25,3.28, PII42.5 OPC,136,180,0.53,,,1165,,715,7.5,49.1,32.5,4.78,0.8,204,,,,,,,,,,,22.5,28,28,2.84
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,414,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,0,,,,,28,14,4.93
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,429,,,,,28,14,7.34
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,414,,,,,28,14,7.09
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,400,,,,,28,14,6.87
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,387,,,,,28,14,6.8
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,393,,,,,28,14,6.65
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,373,,,,,28,14,5.93
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,352,,,,,28,14,4.84
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,393,,,,,28,14,14
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,373,,,,,28,14,10.21
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,352,,,,,28,14,8.65
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,414,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,0,,,,,28,28,6.12
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,429,,,,,28,28,8.93
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,414,,,,,28,28,8.71
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,400,,,,,28,28,8.13
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,387,,,,,28,28,7.78
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,393,,,,,28,28,7.31
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,373,,,,,28,28,6.69
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,352,,,,,28,28,5.76
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,393,,,,,28,28,16.37
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,373,,,,,28,28,12.3
63.5,21.5,5.3,3.3,2.4, cement type 1-425 produced by Sepahan Cement ,,,,,,,,,,,,,,,,37.71,35.85,13.39,1.06,9.1,352,,,,,28,28,9.6
62.44,20.69,3.5,1.53,2.55,OPC CEM I 32.5.,450,202,,,,1743,,,,,,,,,,,,,,,,,,,,28,56,1.19
62.44,20.69,3.5,1.53,2.55,OPC CEM I 32.5.,450,202,,,,1743,,,,,,,,,,,,,,,,,,,,28,56,0.42
62.44,20.69,3.5,1.53,2.55,OPC CEM I 32.5.,450,180,,,,1797,,,,,,,,,,,,,,,,,,,,28,56,0.08
62.44,20.69,3.5,1.53,2.55,OPC CEM I 32.5.,450,180,,,,1797,,,,,,,,,,,,,,,,,,,,28,56,0.13
62.44,20.69,3.5,1.53,2.55,OPC CEM I 32.5.,450,168,,,,1823,,,,,,,,,,,,,,,,,,,,28,56,0.08
62.44,20.69,3.5,1.53,2.55,OPC CEM I 32.5.,450,168,,,,1823,,,,,,,,,,,,,,,,,,,,28,56,0.21
58.4,20.2,7,4.8,,OPC,400,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,0,46.86,31.99,14.54,1.12,1.05,0,,,,32.96,28,7,2
58.4,20.2,7,4.8,,OPC,400,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,0,46.86,31.99,14.54,1.12,1.05,0,,,,32.96,28,14,4.3
58.4,20.2,7,4.8,,OPC,400,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,0,46.86,31.99,14.54,1.12,1.05,0,,,,32.96,28,25,7
58.4,20.2,7,4.8,,OPC,400,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,0,46.86,31.99,14.54,1.12,1.05,0,,,,32.96,28,60,8.7
58.4,20.2,7,4.8,,OPC,400,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,0,46.86,31.99,14.54,1.12,1.05,0,,,,32.96,28,90,11
58.4,20.2,7,4.8,,OPC,400,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,0,46.86,31.99,14.54,1.12,1.05,0,,,,32.96,28,120,14
58.4,20.2,7,4.8,,OPC,400,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,0,46.86,31.99,14.54,1.12,1.05,0,,,,32.96,28,120,16
58.4,20.2,7,4.8,,OPC,80,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,0,,,,24.83,28,7,6.5
58.4,20.2,7,4.8,,OPC,80,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,0,,,,24.83,28,14,12
58.4,20.2,7,4.8,,OPC,80,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,0,,,,24.83,28,25,14.5
58.4,20.2,7,4.8,,OPC,80,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,0,,,,24.83,28,60,17.5
58.4,20.2,7,4.8,,OPC,80,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,0,,,,24.83,28,90,23
58.4,20.2,7,4.8,,OPC,80,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,0,,,,24.83,28,120,28
58.4,20.2,7,4.8,,OPC,80,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,0,,,,24.83,28,120,32.5
58.4,20.2,7,4.8,,OPC,0,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,80,,,,44.6,28,7,3
58.4,20.2,7,4.8,,OPC,0,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,80,,,,44.6,28,14,6
58.4,20.2,7,4.8,,OPC,0,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,80,,,,44.6,28,25,8
58.4,20.2,7,4.8,,OPC,0,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,80,,,,44.6,28,60,12.5
58.4,20.2,7,4.8,,OPC,0,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,80,,,,44.6,28,90,20
58.4,20.2,7,4.8,,OPC,0,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,80,,,,44.6,28,120,24
58.4,20.2,7,4.8,,OPC,0,,0.48,,,704,3.1,972,6.68,28.53,19.18,8.8,2.24,,320,46.86,31.99,14.54,1.12,1.05,80,,,,44.6,28,120,29
61.08,22.37,4.36,3.38,2.43,PI42.5,272,187,0.55,,,1188,,,5.53,51.2,30.72,4.7,1.87,,68,,,,,,,,,,,28,3,2
61.08,22.37,4.36,3.38,2.43,PI42.5,272,187,0.55,,,1188,,,5.53,51.2,30.72,4.7,1.87,,68,,,,,,,,,,,28,7,5
61.08,22.37,4.36,3.38,2.43,PI42.5,272,187,0.55,,,1188,,,5.53,51.2,30.72,4.7,1.87,,68,,,,,,,,,,,28,14,9.7
61.08,22.37,4.36,3.38,2.43,PI42.5,272,187,0.55,,,1188,,,5.53,51.2,30.72,4.7,1.87,,68,,,,,,,,,,,28,28,15.5
61.08,22.37,4.36,3.38,2.43,PI42.5,349,156.6,0.36,,,1188,,,5.53,51.2,30.72,4.7,1.87,,86,,,,,,,,,,,28,3,1.3
61.08,22.37,4.36,3.38,2.43,PI42.5,349,156.6,0.36,,,1188,,,5.53,51.2,30.72,4.7,1.87,,86,,,,,,,,,,,28,7,5.2
61.08,22.37,4.36,3.38,2.43,PI42.5,349,156.6,0.36,,,1188,,,5.53,51.2,30.72,4.7,1.87,,86,,,,,,,,,,,28,14,8.3
61.08,22.37,4.36,3.38,2.43,PI42.5,349,156.6,0.36,,,1188,,,5.53,51.2,30.72,4.7,1.87,,86,,,,,,,,,,,28,28,12
64.27,19.47,5.34,4.24,1.07,OPC,367,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,0,,,,,,,,,,28,28,14,1
64.27,19.47,5.34,4.24,1.07,OPC,367,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,0,,,,,,,,,,28,28,28,2.5
64.27,19.47,5.34,4.24,1.07,OPC,367,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,0,,,,,,,,,,28,28,42,5.1
64.27,19.47,5.34,4.24,1.07,OPC,367,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,0,,,,,,,,,,28,28,56,7.8
64.27,19.47,5.34,4.24,1.07,OPC,367,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,0,,,,,,,,,,28,28,70,11.3
64.27,19.47,5.34,4.24,1.07,OPC,293,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,74,,,,,,,,,,27,28,14,1
64.27,19.47,5.34,4.24,1.07,OPC,293,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,74,,,,,,,,,,27,28,28,2.7
64.27,19.47,5.34,4.24,1.07,OPC,293,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,74,,,,,,,,,,27,28,42,7
64.27,19.47,5.34,4.24,1.07,OPC,293,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,74,,,,,,,,,,27,28,56,10
64.27,19.47,5.34,4.24,1.07,OPC,293,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,74,,,,,,,,,,27,28,70,11.7
64.27,19.47,5.34,4.24,1.07,OPC,220,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,147,,,,,,,,,,22,28,14,2
64.27,19.47,5.34,4.24,1.07,OPC,220,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,147,,,,,,,,,,22,28,28,3
64.27,19.47,5.34,4.24,1.07,OPC,220,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,147,,,,,,,,,,22,28,42,7.6
64.27,19.47,5.34,4.24,1.07,OPC,220,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,147,,,,,,,,,,22,28,56,12.6
64.27,19.47,5.34,4.24,1.07,OPC,220,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,147,,,,,,,,,,22,28,70,15.3
64.27,19.47,5.34,4.24,1.07,OPC,183.5,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,183.5,,,,,,,,,,20,28,14,2.6
64.27,19.47,5.34,4.24,1.07,OPC,183.5,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,183.5,,,,,,,,,,20,28,28,6
64.27,19.47,5.34,4.24,1.07,OPC,183.5,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,183.5,,,,,,,,,,20,28,42,9.8
64.27,19.47,5.34,4.24,1.07,OPC,183.5,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,183.5,,,,,,,,,,20,28,56,15
64.27,19.47,5.34,4.24,1.07,OPC,183.5,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,183.5,,,,,,,,,,20,28,70,18
64.27,19.47,5.34,4.24,1.07,OPC,147,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,220,,,,,,,,,,18,28,14,5
64.27,19.47,5.34,4.24,1.07,OPC,147,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,220,,,,,,,,,,18,28,28,8
64.27,19.47,5.34,4.24,1.07,OPC,147,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,220,,,,,,,,,,18,28,42,12.5
64.27,19.47,5.34,4.24,1.07,OPC,147,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,220,,,,,,,,,,18,28,56,16.5
64.27,19.47,5.34,4.24,1.07,OPC,147,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,220,,,,,,,,,,18,28,70,20
64.27,19.47,5.34,4.24,1.07,OPC,110,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,257,,,,,,,,,,16,28,14,6.8
64.27,19.47,5.34,4.24,1.07,OPC,110,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,257,,,,,,,,,,16,28,28,10
64.27,19.47,5.34,4.24,1.07,OPC,110,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,257,,,,,,,,,,16,28,42,14.5
64.27,19.47,5.34,4.24,1.07,OPC,110,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,257,,,,,,,,,,16,28,56,19.5
64.27,19.47,5.34,4.24,1.07,OPC,110,165,0.45,,,1170,2.28,698,2.4,54.5,29.32,9.61,0.74,,257,,,,,,,,,,16,28,70,22.5
62.88,19.41,5.26,3.06,3.22,CEM I 42.5 N,308,176.5,0.57,,,932,,1010,,,,,,,,,,,,,,,,,38,,180,0.9
62.88,19.41,5.26,3.06,3.22,CEM I 42.5 N,308,176.5,0.57,,,932,,1010,,,,,,,,,,,,,,,,,38,,365,2.9
64.2,19.5,4.7,3.2,1.3,CEM I 42.5 R,400,176,0.45,,,,,,,,,,,,,,,,,,,,,,,90,28,0.2
64.2,19.5,4.7,3.2,1.3,CEM I 42.5 R,400,176,0.45,,,,,,,,,,,,,,,,,,,,,,,90,90,0.5
64.2,19.5,4.7,3.2,1.3,CEM I 42.5 R,400,176,0.45,,,,,,,,,,,,,,,,,,,,,,,90,180,0.7
64.2,19.5,4.7,3.2,1.3,CEM I 42.5 R,400,176,0.45,,,,,,,,,,,,,,,,,,,,,,,90,365,0.9
64.2,19.5,4.7,3.2,1.3,CEM I 42.5 R,400,176,0.45,,,,,,,,,,,,,,,,,,,,,,,90,730,0.8
64.2,19.5,4.7,3.2,1.3,CEM I 42.5 R,400,176,0.45,,,,,,,,,,,,,,,,,,,,,,,90,1080,4.8
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,350,175,0.5,,,966,2.89,847,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,0,,,,40.3,,7,1
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,350,175,0.5,,,966,2.89,847,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,0,,,,,,28,2.8
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,350,175,0.5,,,966,2.89,847,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,0,,,,,,63,3.2
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,350,175,0.5,,,966,2.89,847,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,0,,,,,,91,4.5
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,350,175,0.5,,,966,2.89,847,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,0,,,,,,154,7.5
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,350,175,0.5,,,966,2.83,847,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,0,,,,42.4,,7,1
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,350,175,0.5,,,966,2.83,847,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,0,,,,,,28,2.8
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,350,175,0.5,,,966,2.83,847,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,0,,,,,,63,3.2
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,350,175,0.5,,,966,2.83,847,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,0,,,,,,91,4.5
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,350,175,0.5,,,966,2.83,847,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,0,,,,,,154,7.3
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,298,175,0.5,,,956,2.89,838,1.47,59.4,29.37,5.77,0.8,,53,43.78,34.45,14.06,0.27,5.84,0,,,,39.2,,7,1
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,298,175,0.5,,,956,2.89,838,1.47,59.4,29.37,5.77,0.8,,53,43.78,34.45,14.06,0.27,5.84,0,,,,,,28,2.8
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,298,175,0.5,,,956,2.89,838,1.47,59.4,29.37,5.77,0.8,,53,43.78,34.45,14.06,0.27,5.84,0,,,,,,63,3.2
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,298,175,0.5,,,956,2.89,838,1.47,59.4,29.37,5.77,0.8,,53,43.78,34.45,14.06,0.27,5.84,0,,,,,,91,4.8
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,298,175,0.5,,,956,2.89,838,1.47,59.4,29.37,5.77,0.8,,53,43.78,34.45,14.06,0.27,5.84,0,,,,,,154,9.5
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,298,175,0.5,,,956,2.83,838,1.47,59.4,29.37,5.77,0.8,,53,43.78,34.45,14.06,0.27,5.84,0,,,,41.2,,7,1
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,298,175,0.5,,,956,2.83,838,1.47,59.4,29.37,5.77,0.8,,53,43.78,34.45,14.06,0.27,5.84,0,,,,,,28,2.8
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,298,175,0.5,,,956,2.83,838,1.47,59.4,29.37,5.77,0.8,,53,43.78,34.45,14.06,0.27,5.84,0,,,,,,63,2.9
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,298,175,0.5,,,956,2.83,838,1.47,59.4,29.37,5.77,0.8,,53,43.78,34.45,14.06,0.27,5.84,0,,,,,,91,4.7
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,298,175,0.5,,,956,2.83,838,1.47,59.4,29.37,5.77,0.8,,53,43.78,34.45,14.06,0.27,5.84,0,,,,,,154,8.8
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,193,175,0.5,,,960,2.89,841,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,158,,,,41.1,,7,1
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,193,175,0.5,,,960,2.89,841,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,158,,,,,,28,3
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,193,175,0.5,,,960,2.89,841,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,158,,,,,,63,6.5
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,193,175,0.5,,,960,2.89,841,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,158,,,,,,91,9.2
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,193,175,0.5,,,960,2.89,841,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,158,,,,,,154,13
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,193,175,0.5,,,960,2.83,841,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,158,,,,43.5,,7,1
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,193,175,0.5,,,960,2.83,841,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,158,,,,,,28,3
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,193,175,0.5,,,960,2.83,841,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,158,,,,,,63,6
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,193,175,0.5,,,960,2.83,841,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,158,,,,,,91,9
64.79,19.89,5.19,3.07,1.26,(JIS)R 5210,193,175,0.5,,,960,2.83,841,1.47,59.4,29.37,5.77,0.8,,0,43.78,34.45,14.06,0.27,5.84,158,,,,,,154,12.8
57.938,21.48,6.774,3.114,1.765,PO42.5,250,175,0.7,,,1035,,,,,,,,,,41.914,29.346,14.347,0.868,7.882,375,,,,65.8,,7,1.5
57.938,21.48,6.774,3.114,1.765,PO42.5,250,175,0.7,,,1035,,,,,,,,,,41.914,29.346,14.347,0.868,7.882,375,,,,65.8,,14,3.5
57.938,21.48,6.774,3.114,1.765,PO42.5,250,175,0.7,,,1035,,,,,,,,,,41.914,29.346,14.347,0.868,7.882,375,,,,65.8,,28,7.7
57.938,21.48,6.774,3.114,1.765,PO42.5,25,175,7,,,1035,,,,,,,,,,41.914,29.346,14.347,0.868,7.882,375,,,,51.1,,7,8.5
57.938,21.48,6.774,3.114,1.765,PO42.5,25,175,7,,,1035,,,,,,,,,,41.914,29.346,14.347,0.868,7.882,375,,,,51.1,,14,12.1
57.938,21.48,6.774,3.114,1.765,PO42.5,25,175,7,,,1035,,,,,,,,,,41.914,29.346,14.347,0.868,7.882,375,,,,51.1,,28,17.7
